Concept,Concept.name,Original code,Code_new,system
C0157642,Engorgement of breasts associated with childbirth,55613002,55613002,SNOMEDCT_US_c
C0157643,"Engorgement of breasts associated with childbirth, unspecified as to episode of care or not applicable","","",SNOMEDCT_US_c
C0157644,"Engorgement of breasts associated with childbirth, delivered, with or without mention of antepartum condition","","",SNOMEDCT_US_c
C0157645,"Engorgement of breasts associated with childbirth, delivered, with mention of postpartum complication","","",SNOMEDCT_US_c
C0157646,"Engorgement of breast associated with childbirth, antepartum","","",SNOMEDCT_US_c
C0157647,"Engorgement of breast associated with childbirth, postpartum","","",SNOMEDCT_US_c
C0157649,"Other and unspecified disorder of breast associated with childbirth, unspecified as to episode of care or not applicable","","",SNOMEDCT_US_c
C0157650,"Other and unspecified disorder of breast associated with childbirth, delivered, with or without mention of antepartum condition","","",SNOMEDCT_US_c
C0157651,"Other and unspecified disorder of breast associated with childbirth, delivered, with mention of postpartum complication","","",SNOMEDCT_US_c
C0157652,"Other and unspecified disorder of breast associated with childbirth, antepartum condition or complication","","",SNOMEDCT_US_c
C0157653,"Other and unspecified disorder of breast associated with childbirth, postpartum condition or complication","","",SNOMEDCT_US_c
C0157665,"Galactorrhea, with delivery, with or without mention of antepartum condition","","",SNOMEDCT_US_c
C0157666,"Galactorrhea associated with childbirth, delivered, with mention of postpartum complication","","",SNOMEDCT_US_c
C0157667,"Galactorrhea associated with childbirth, antepartum condition or complication","","",SNOMEDCT_US_c
C0157668,"Galactorrhea associated with childbirth, postpartum condition or complication","","",SNOMEDCT_US_c
C0157676,"Unspecified disorder of lactation, delivered, with or without mention of antepartum condition","","",SNOMEDCT_US_c
C0157677,"Unspecified disorder of lactation, delivered, with mention of postpartum complication","","",SNOMEDCT_US_c
C0157678,"Unspecified disorder of lactation, antepartum condition or complication","","",SNOMEDCT_US_c
C0157679,"Unspecified disorder of lactation, postpartum condition or complication","","",SNOMEDCT_US_c
C0158801,Maternal renal and urinary tract diseases affecting fetus or newborn,81804001,81804001,SNOMEDCT_US_c
C0158803,Other chronic maternal circulatory and respiratory diseases affecting fetus or newborn,"","",SNOMEDCT_US_c
C0158808,Unspecified noxious substance affecting fetus or newborn via placenta or breast milk,"","",SNOMEDCT_US_c
C0158809,Narcotics affecting fetus or newborn via placenta or breast milk,"","",SNOMEDCT_US_c
C0158810,Hallucinogenic agents affecting fetus or newborn via placenta or breast milk,"","",SNOMEDCT_US_c
C0158811,Anti-infectives affecting fetus or newborn via placenta or breast milk,"","",SNOMEDCT_US_c
C0158812,Cocaine affecting fetus or newborn via placenta or breast milk,"","",SNOMEDCT_US_c
C0158813,Other noxious influences affecting fetus or newborn via placenta or breast milk,"","",SNOMEDCT_US_c
C0158814,Other specified maternal conditions affecting fetus or newborn,"","",SNOMEDCT_US_c
C0158825,Other specified maternal complications of pregnancy affecting fetus or newborn,"","",SNOMEDCT_US_c
C0158829,Other forms of placental separation and hemorrhage affecting fetus or newborn,"","",SNOMEDCT_US_c
C0158836,Other specified abnormalities of chorion and amnion affecting fetus or newborn,"","",SNOMEDCT_US_c
C0158837,Unspecified abnormality of chorion and amnion affecting fetus or newborn,"","",SNOMEDCT_US_c
C0158851,"""""""""""""""Light-for-dates"""""""" without mention of fetal malnutrition, unspecified [weight]""""""","","",SNOMEDCT_US_c
C0158852,"""""""""""""""Light-for-dates"""""""" without mention of fetal malnutrition, less than 500 grams""""""","","",SNOMEDCT_US_c
C0158853,"""""""""""""""Light-for-dates"""""""" without mention of fetal malnutrition, 500-749 grams""""""","","",SNOMEDCT_US_c
C0158854,"""""""""""""""Light-for-dates"""""""" without mention of fetal malnutrition, 750-999 grams""""""","","",SNOMEDCT_US_c
C0158855,"""""""""""""""Light-for-dates"""""""" without mention of fetal malnutrition, 1,000- 1,249 grams""""""","","",SNOMEDCT_US_c
C0158856,"""""""""""""""Light-for-dates""""""""without mention of fetal malnutrition, 1,250- 1,499 grams""""""","","",SNOMEDCT_US_c
C0158857,"""""""""""""""Light-for-dates"""""""" without mention of fetal malnutrition, 1,500- 1,749 grams""""""","","",SNOMEDCT_US_c
C0158858,"""""""""""""""Light-for-dates"""""""" without mention of fetal malnutrition, 1,750- 1,999 grams""""""","","",SNOMEDCT_US_c
C0158859,"""""""""""""""Light-for-dates"""""""" without mention of fetal malnutrition, 2,000- 2,499 grams""""""","","",SNOMEDCT_US_c
C0158860,"""""""""""""""Light-for-dates"""""""" without mention of fetal malnutrition, 2,500 grams and over""""""","","",SNOMEDCT_US_c
C0158862,"""""""""""""""Light-for-dates"""""""" with signs of fetal malnutrition, unspecified [weight]""""""","","",SNOMEDCT_US_c
C0158863,"""""""""""""""Light-for-dates"""""""" with signs of fetal malnutrition, less than 500 grams""""""","","",SNOMEDCT_US_c
C0158865,"""""""""""""""Light-for-dates"""""""" with signs of fetal malnutrition, 750-999 grams""""""","","",SNOMEDCT_US_c
C0158866,"""""""""""""""Light-for-dates"""""""" with signs of fetal malnutrition, 1,000-1,249 grams""""""","","",SNOMEDCT_US_c
C0158867,"""""""""""""""Light-for-dates"""""""" with signs of fetal malnutrition, 1,250-1,499 grams""""""","","",SNOMEDCT_US_c
C0158868,"""""""""""""""Light-for-dates"""""""" with signs of fetal malnutrition, 1,500-1,749 grams""""""","","",SNOMEDCT_US_c
C0158869,"""""""""""""""Light-for-dates"""""""" with signs of fetal malnutrition, 1,750-1,999 grams""""""","","",SNOMEDCT_US_c
C0158870,"""""""""""""""Light-for-dates""""""""with signs of fetal malnutrition, 2,000-2,499 grams""""""","","",SNOMEDCT_US_c
C0158871,"""""""""""""""Light-for-dates""""""""with signs of fetal malnutrition, 2,500 grams and over""""""","","",SNOMEDCT_US_c
C0158872,"""""""Fetal malnutrition without mention of """"""""light-for-dates"""""""", unspecified [weight]""""""","","",SNOMEDCT_US_c
C0158873,"""""""Fetal malnutrition without mention of """"""""light-for-dates"""""""", less than 500 grams""""""","","",SNOMEDCT_US_c
C0158874,"""""""Fetal malnutrition without mention of """"""""light-for-dates"""""""", 500-749 grams""""""","","",SNOMEDCT_US_c
C0158875,"""""""Fetal malnutrition without mention of """"""""light-for-dates"""""""", 750-999 grams""""""","","",SNOMEDCT_US_c
C0158876,"""""""Fetal malnutrition without mention of """"""""light-for-dates"""""""", 1,000-1,249 grams""""""","","",SNOMEDCT_US_c
C0158877,"""""""Fetal malnutrition without mention of """"""""light-for-dates"""""""", 1,250-1,499 grams""""""","","",SNOMEDCT_US_c
C0158878,"""""""Fetal malnutrition without mention of """"""""light-for-dates"""""""", 1,500-1,749 grams""""""","","",SNOMEDCT_US_c
C0158879,"""""""Fetal malnutrition without mention of """"""""light-for-dates"""""""", 1,750-1,999 grams""""""","","",SNOMEDCT_US_c
C0158880,"""""""Fetal malnutrition without mention of """"""""light-for-dates"""""""", 2,000-2,499 grams""""""","","",SNOMEDCT_US_c
C0158881,"""""""Fetal malnutrition without mention of """"""""light-for-dates"""""""", 2,500 grams and over""""""","","",SNOMEDCT_US_c
C0158883,"Foetal growth retardation, unspecified, less than 500 grams","","",SNOMEDCT_US_c
C0158884,"Foetal growth retardation, unspecified, 500-749 grams","","",SNOMEDCT_US_c
C0158885,"Foetal growth retardation, unspecified, 750-999 grams","","",SNOMEDCT_US_c
C0158886,"Foetal growth retardation, unspecified, 1,000-1,249 grams","","",SNOMEDCT_US_c
C0158887,"Foetal growth retardation, unspecified, 1,250-1,499 grams","","",SNOMEDCT_US_c
C0158888,"Foetal growth retardation, unspecified, 1,500-1,749 grams","","",SNOMEDCT_US_c
C0158889,"Foetal growth retardation, unspecified, 1,750-1,999 grams","","",SNOMEDCT_US_c
C0158890,"Foetal growth retardation, unspecified, 2,000-2,499 grams","","",SNOMEDCT_US_c
C0158891,"Foetal growth retardation, unspecified, 2,500+ grams","","",SNOMEDCT_US_c
C0158894,"Extreme immaturity, unspecified {weight}","","",SNOMEDCT_US_c
C0158895,"Extreme immaturity, less than 500 grams","","",SNOMEDCT_US_c
C0158896,"Extreme immaturity, 500-749 grams","","",SNOMEDCT_US_c
C0158897,"Extreme immaturity, 750-999 grams","","",SNOMEDCT_US_c
C0158898,"Extreme immaturity, 1,000-1,249 grams","","",SNOMEDCT_US_c
C0158899,"Extreme immaturity, 1,250-1,499 grams","","",SNOMEDCT_US_c
C0158900,"Extreme immaturity, 1,500-1,749 grams","","",SNOMEDCT_US_c
C0158901,"Extreme immaturity, 1,750-1,999 grams","","",SNOMEDCT_US_c
C0158902,"Extreme immaturity, 2,000-2,499 grams","","",SNOMEDCT_US_c
C0158903,"Extreme immaturity, 2,500+ grams","","",SNOMEDCT_US_c
C0158905,"Other preterm infants, less than 500 grams","","",SNOMEDCT_US_c
C0158906,"Other preterm infants, 500-749 grams","","",SNOMEDCT_US_c
C0158907,"Other preterm infants, 750-999 grams","","",SNOMEDCT_US_c
C0158908,"Other preterm infants, 1,000-1,249 grams","","",SNOMEDCT_US_c
C0158909,"Other preterm infants, 1,250-1,499 grams","","",SNOMEDCT_US_c
C0158910,"Other preterm infants, 1,500-1,749 grams","","",SNOMEDCT_US_c
C0158911,"Other preterm infants, 1,750-1,999 grams","","",SNOMEDCT_US_c
C0158912,"Other preterm infants, 2,000-2,499 grams","","",SNOMEDCT_US_c
C0158913,"Other preterm infants, 2,500 grams and over","","",SNOMEDCT_US_c
C0158925,Other cranial and peripheral nerve injuries due to birth trauma,"","",SNOMEDCT_US_c
C0158929,"Foetal distress before onset of labour, in liveborn infant","","",SNOMEDCT_US_c
C0158936,Interstitial emphysema and related conditions,"","",SNOMEDCT_US_c
C0158942,Other newborn respiratory problems,"","",SNOMEDCT_US_c
C0158946,Other congenital infections specific to the perinatal period,"","",SNOMEDCT_US_c
C0158948,Neonatal infective mastitis,3468005,3468005,SNOMEDCT_US_c
C0158956,Gastrointestinal hemorrhage of fetus or newborn,"","",SNOMEDCT_US_c
C0158957,Adrenal hemorrhage of fetus or newborn,"","",SNOMEDCT_US_c
C0158967,Late anemia of fetus or newborn due to isoimmunization,"","",SNOMEDCT_US_c
C0158968,Other perinatal jaundice,206437008,206437008,SNOMEDCT_US_c
C0158972,Neonatal jaundice due to delayed conjugation from other causes,"","",SNOMEDCT_US_c
C0158977,Perinatal jaundice from other causes,"","",SNOMEDCT_US_c
C0158978,Kernicterus of foetus or newborn not due to isoimmunisation,"","",SNOMEDCT_US_c
C0158979,Endocrine and metabolic disturbances specific to the fetus and newborn,"","",SNOMEDCT_US_c
C0158981,Neonatal diabetes mellitus,49817004,49817004,SNOMEDCT_US_c
C0158982,Neonatal Myasthenia Gravis,82178003,82178003,SNOMEDCT_US_c
C0158983,Neonatal thyrotoxicosis,13795004,13795004,SNOMEDCT_US_c
C0158984,Hypocalcemia AND/OR hypomagnesemia of newborn,77604004,77604004,SNOMEDCT_US_c
C0158989,Unspecified endocrine and metabolic disturbances specific to the fetus and newborn,"","",SNOMEDCT_US_c
C0159004,Transitory ileus of newborn,82368005,82368005,SNOMEDCT_US_c
C0159014,Other and unspecified edema of newborn,"","",SNOMEDCT_US_c
C0159018,Unspecified condition involving the integument and temperature regulation of fetus and newborn,"","",SNOMEDCT_US_c
C0159019,Other and ill-defined conditions originating in the perinatal period,"","",SNOMEDCT_US_c
C0159021,Other and unspecified cerebral irritability in newborn,"","",SNOMEDCT_US_c
C0159022,"Cerebral depression, coma, and other abnormal cerebral signs in fetus or newborn","","",SNOMEDCT_US_c
C0235065,Neonatal respiratory arrest,95634003,95634003,SNOMEDCT_US_c
C0260338,"Eclampsia complicating pregnancy, childbirth or the puerperium","","",SNOMEDCT_US_c
C0260552,Encounter due to supervision of high risk pregnancy with history of infertility,"","",SNOMEDCT_US_c
C0260553,Supervision of high-risk pregnancy with history of trophoblastic disease,"","",SNOMEDCT_US_c
C0260554,Supervision of high-risk pregnancy with history of abortion,"","",SNOMEDCT_US_c
C0260555,Encounter for supervision of high-risk pregnancy with grand multiparity,"","",SNOMEDCT_US_c
C0260556,Supervision of high-risk pregnancy with other poor obstetric history,"","",SNOMEDCT_US_c
C0260557,Supervision of high-risk pregnancy with other poor reproductive history,"","",SNOMEDCT_US_c
C0260563,Postpartum care and examination of lactating mother,"","",SNOMEDCT_US_c
C0260587,"Outcome of delivery, other multiple birth, all liveborn","","",SNOMEDCT_US_c
C0260588,"Outcome of delivery, other multiple birth, some liveborn","","",SNOMEDCT_US_c
C0260590,Mother with unspecified outcome of delivery,"","",SNOMEDCT_US_c
C0260597,Antenatal screening for isoimmunization,"","",SNOMEDCT_US_c
C0260601,"Single liveborn, born in hospital","","",SNOMEDCT_US_c
C0260602,"Single liveborn, born in hospital, delivered without mention of cesarean section","","",SNOMEDCT_US_c
C0260603,"Single liveborn, born in hospital, delivered by cesarean section","","",SNOMEDCT_US_c
C0260604,"Encounter due to single liveborn, born before admission to hospital","","",SNOMEDCT_US_c
C0260608,"Twin birth, mate liveborn, born in hospital, delivered without mention of cesarean section","","",SNOMEDCT_US_c
C0260609,"Twin birth, mate liveborn, born in hospital, delivered by cesarean section","","",SNOMEDCT_US_c
C0260610,"Encounter due to twin birth, mate liveborn, born before admission to hospital","","",SNOMEDCT_US_c
C0260611,"Twin birth, mate liveborn, born outside hospital and not hospitalized","","",SNOMEDCT_US_c
C0260614,"Twin birth, mate stillborn, born in hospital, delivered without mention of cesarean section","","",SNOMEDCT_US_c
C0260615,"Twin birth, mate stillborn, born in hospital, delivered by cesarean section","","",SNOMEDCT_US_c
C0260616,"Encounter due to twin birth, mate stillborn, born before admission to hospital","","",SNOMEDCT_US_c
C0260617,"Encounter due to twin birth, mate stillborn, born outside hospital and not hospitalized","","",SNOMEDCT_US_c
C0260619,"Twin birth, unspecified whether mate liveborn or stillborn, born in hospital, delivered without mention of cesarean section","","",SNOMEDCT_US_c
C0260621,"Twin birth, unspecified whether mate liveborn or stillborn, born before admission to hospital","","",SNOMEDCT_US_c
C0260622,"Twin birth, unspecified whether mate liveborn or stillborn, born outside hospital and not hospitalized","","",SNOMEDCT_US_c
C0260623,"Other multiple birth (three or more), mates all liveborn","","",SNOMEDCT_US_c
C0260624,"Other multiple, mates all liveborn, born in hospital","","",SNOMEDCT_US_c
C0260625,"Other multiple birth (three or more), mates all liveborn, born in hospital, delivered without mention of cesarean section","","",SNOMEDCT_US_c
C0260626,"Other multiple birth (three or more), mates all liveborn, born in hospital, delivered by cesarean section","","",SNOMEDCT_US_c
C0260627,"Other multiple birth (three or more), mates all liveborn, born before admission to hospital","","",SNOMEDCT_US_c
C0260628,"Other multiple birth (three or more), mates all liveborn, born outside hospital and not hospitalized","","",SNOMEDCT_US_c
C0260629,"Other multiple birth (three or more), mates all stillborn","","",SNOMEDCT_US_c
C0260630,"Other multiple, mates all stillborn, born in hospital","","",SNOMEDCT_US_c
C0260631,"Other multiple birth (three or more), mates all still born, born in hospital, delivered without mention of cesarean section","","",SNOMEDCT_US_c
C0260632,"Other multiple birth (three or more), mates all still born, born in hospital, delivered by cesarean section","","",SNOMEDCT_US_c
C0260633,"Other multiple birth (three or more), mates all stillborn, born before admission to hospital","","",SNOMEDCT_US_c
C0260634,"Other multiple birth (three or more), mates all stillborn, born outside of hospital and not hospitalized","","",SNOMEDCT_US_c
C0260635,"Other multiple birth (three or more), mates liveborn and stillborn","","",SNOMEDCT_US_c
C0260636,"Other multiple, mates liveborn and stillborn, born in hospital","","",SNOMEDCT_US_c
C0260637,"Other multiple birth (three or more), mates liveborn and stillborn, born in hospital, delivered without mention of cesarean section","","",SNOMEDCT_US_c
C0260639,"Other multiple birth (three or more), mates liveborn and stillborn, born before admission to hospital","","",SNOMEDCT_US_c
C0260640,"Other multiple birth (three or more), mates liveborn and stillborn, born outside hospital and not hospitalized","","",SNOMEDCT_US_c
C0260641,"Other multiple birth (three or more), unspecified whether mates liveborn or stillborn","","",SNOMEDCT_US_c
C0260642,"Other multiple, unspecified, born in hospital","","",SNOMEDCT_US_c
C0260643,"Other multiple birth (three or more), unspecified whether mates liveborn or stillborn, born in hospital, delivered without mention of cesarean section","","",SNOMEDCT_US_c
C0260644,"Other multiple birth (three or more), unspecified whether mates liveborn or stillborn, born in hospital, delivered by cesarean section","","",SNOMEDCT_US_c
C0260645,"Other multiple birth (three or more), unspecified whether mates liveborn or stillborn, born before admission to hospital","","",SNOMEDCT_US_c
C0260646,"Other multiple birth (three or more), unspecified whether mates liveborn or stillborn, born outside of hospital","","",SNOMEDCT_US_c
C0260647,"Liveborn, unspecified whether single, twin, or multiple","","",SNOMEDCT_US_c
C0260648,"Other liveborn, unspecified, born in hospital","","",SNOMEDCT_US_c
C0260649,"Liveborn, unspecified whether single, twin or multiple, born in hospital, delivered without mention of cesarean section","","",SNOMEDCT_US_c
C0260650,"Liveborn, unspecified whether single, twin or multiple, born in hospital, delivered by cesarean section","","",SNOMEDCT_US_c
C0260651,"Liveborn, unspecified whether single, twin or multiple, born before admission to hospital","","",SNOMEDCT_US_c
C0260652,"Liveborn, unspecified whether single, twin or multiple, born outside hospital and not hospitalized","","",SNOMEDCT_US_c
C0260898,Screening examination for other specified bacterial and spirochetal diseases,"","",SNOMEDCT_US_c
C0269561,Failed attempted termination of pregnancy complicated by damage to pelvic organ and/or tissues,7822001,7822001,SNOMEDCT_US_c
C0269673,Renal disease in pregnancy AND/OR puerperium without hypertension,19907900575150000,19907900575150000,SNOMEDCT_US_c
C0269822,Prolapse of anterior lip of cervix obstructing labor,19729005,19729005,SNOMEDCT_US_c
C0270078,Extreme immaturity,20617000847243000,20617000847243000,SNOMEDCT_US_c
C0270124,"Fetal distress, in liveborn infant",90562004,90562004,SNOMEDCT_US_c
C0302388,"Other indications for care or intervention related to labor and delivery, NEC in ICD9CM","","",SNOMEDCT_US_c
C0302537,Rupture of uterus during labour,"","",SNOMEDCT_US_c
C0375389,"Other venereal diseases of mother, complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication","","",SNOMEDCT_US_c
C0375390,"Other venereal diseases of mother, complicating pregnancy, childbirth, or the puerperium,postpartum condition or complication","","",SNOMEDCT_US_c
C0375391,"Transverse or oblique presentation, unspecified as to episode of care or not applicable","","",SNOMEDCT_US_c
C0375392,"Transverse or oblique presentation, delivered, with or without mention of antepartum condition","","",SNOMEDCT_US_c
C0375393,"Transverse or oblique presentation, antepartum condition or complication","","",SNOMEDCT_US_c
C0375394,Previous cesarean section complicating pregnancy or childbirth,"","",SNOMEDCT_US_c
C0375395,"Previous cesarean delivery, delivered, with or without mention of antepartum condition","","",SNOMEDCT_US_c
C0375434,"Polyhydramnios, delivered, with or without mention of antepartum condition","","",SNOMEDCT_US_c
C0375436,"Polyhydramnios, antepartum condition or complication","","",SNOMEDCT_US_c
C0375465,"Elderly multigravida, unspecified as to episode of care or not applicable","","",SNOMEDCT_US_c
C0375466,"Elderly multigravida, delivered with or without mention of antepartum condition","","",SNOMEDCT_US_c
C0375468,"Elderly multigravida, antepartum condition or complication","","",SNOMEDCT_US_c
C0375475,"Other complications of obstetrical surgery and procedures, antepartum condition or complication","","",SNOMEDCT_US_c
C0375476,"Major puerperal infection, unspecified as to episode of care or not applicable","","",SNOMEDCT_US_c
C0375477,"Major puerperal infection, postpartum condition or complication","","",SNOMEDCT_US_c
C0375478,"Pyrexia of unknown origin during the puerperium, delivered, with mention of postpartum complication","","",SNOMEDCT_US_c
C0375479,"Pyrexia of unknown origin during the puerperium, postpartum condition or complication","","",SNOMEDCT_US_c
C0375480,"Late effect of complication of pregnancy, childbirth, and the puerperium","","",SNOMEDCT_US_c
C0375539,Diethylstilbestrol [DES] affecting fetus or newborn via placenta or breast milk,"","",SNOMEDCT_US_c
C0375543,"Neonatal jaundice due to delayed conjugation, cause unspecified","","",SNOMEDCT_US_c
C0375835,Observation and evaluation of newborn for suspected respiratory condition,"","",SNOMEDCT_US_c
C0405185,Interlocked twins,9223372036854775807,9223372036854775807,SNOMEDCT_US_c
C0490008,"Decreased fetal movements, affecting management of mother","","",SNOMEDCT_US_c
C0490012,Abnormal finding on antenatal screening,"","",SNOMEDCT_US_c
C0490021,Antenatal screening for Streptococcus B,"","",SNOMEDCT_US_c
C0490049,"Other venereal diseases of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition","","",SNOMEDCT_US_c
C0490050,"Other venereal diseases of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication","","",SNOMEDCT_US_c
C0490051,"Second-degree perineal laceration, postpartum condition or complication","","",SNOMEDCT_US_c
C0490064,"Observation and evaluation of newborn, unspecified suspected condition not found","","",SNOMEDCT_US_c
C0495168,Delayed or excessive haemorrhage following abortion and ectopic and molar pregnancy,"","",SNOMEDCT_US_c
C0495169,Embolism following abortion and ectopic and molar pregnancy,"","",SNOMEDCT_US_c
C0495170,Shock following abortion and ectopic and molar pregnancy,"","",SNOMEDCT_US_c
C0495172,Metabolic disorders following abortion and ectopic and molar pregnancy,"","",SNOMEDCT_US_c
C0495173,Damage to pelvic organs and tissues following abortion and ectopic and molar pregnancy,"","",SNOMEDCT_US_c
C0495255,"Hypertonic, incoordinate, and prolonged uterine contractions","","",SNOMEDCT_US_c
C0495263,Failed forceps or vacuum extractor,"","",SNOMEDCT_US_c
C0495310,"Other maternal infectious and parasitic diseases complicating pregnancy, childbirth and the puerperium","","",SNOMEDCT_US_c
C0495350,"Fetus and newborn affected by complication of labour and delivery, unspecified","","",SNOMEDCT_US_c
C0495351,"Fetus and newborn affected by maternal anaesthesia and analgesia in pregnancy, labour and delivery","","",SNOMEDCT_US_c
C0496648,Antenatal screening for raised alphafetoprotein level,"","",SNOMEDCT_US_c
C0496662,Care and examination immediately after delivery,"","",SNOMEDCT_US_c
C0695214,"Decreased fetal movements, affecting management of mother, unspecified as to episode of care","","",SNOMEDCT_US_c
C0695215,"Decreased fetal movements, affecting management of mother, delivered, with or without mention of antepartum condition","","",SNOMEDCT_US_c
C0695216,"Decreased fetal movements, affecting management of mother, antepartum condition or complication","","",SNOMEDCT_US_c
C0695231,Supervision of high-risk pregnancy with insufficient prenatal care,"","",SNOMEDCT_US_c
C0695244,Encounter due to elderly multigravida,"","",SNOMEDCT_US_c
C0695245,Abnormality in fetal heart rate or rhythm,"","",SNOMEDCT_US_c
C0695246,"Abnormality in fetal heart rate or rhythm, unspecified as to episode of care or not applicable","","",SNOMEDCT_US_c
C0695247,"Abnormality in fetal heart rate or rhythm, delivered, with or without mention of antepartum condition","","",SNOMEDCT_US_c
C0695248,"Abnormality in fetal heart rate or rhythm, antepartum condition or complication","","",SNOMEDCT_US_c
C0695249,Abnormality in fetal heart rate or rhythm before the onset of labor,"","",SNOMEDCT_US_c
C0695250,Abnormality in fetal heart rate or rhythm during labor,"","",SNOMEDCT_US_c
C0695251,"Abnormality in fetal heart rate or rhythm, unspecified as to time of onset","","",SNOMEDCT_US_c
C0695260,Supervision of high-risk pregnancy with young primigravida,"","",SNOMEDCT_US_c
C0695261,Supervision of high-risk pregnancy with young multigravida,"","",SNOMEDCT_US_c
C0700615,Elderly multigravida,"","",SNOMEDCT_US_c
C0728813,"Breech extraction, without mention of indication","","",SNOMEDCT_US_c
C0740177,Encounter due to elderly primigravida,"","",SNOMEDCT_US_c
C0741646,"Abscess of breast, antepartum","","",SNOMEDCT_US_c
C0747820,"Malaria, antepartum","","",SNOMEDCT_US_c
C0747834,Thyroid dysfunction in pregnancy,"","",SNOMEDCT_US_c
C0748659,"Shoulder (girdle) dystocia, with delivery","","",SNOMEDCT_US_c
C0815336,"Edema or excessive weight gain in pregnancy, without mention of hypertension, antepartum condition or complication","","",SNOMEDCT_US_c
C0854172,Subarachnoid haemorrhage neonatal,"","",SNOMEDCT_US_c
C0859172,"Infect and parasitic cond in the mother classifiable elsewhere, but compg preg, c/birth or puerp","","",SNOMEDCT_US_c
C0859820,Other abnormalities in shape or position of gravid uterus and of neighbouring structures,"","",SNOMEDCT_US_c
C0859825,Noxious influences affecting fetus or newborn transmitted via placenta or breast milk,"","",SNOMEDCT_US_c
C0868755,"Other complications of labor and delivery, not elsewhere classified in ICD9CM","","",SNOMEDCT_US_c
C0868855,"Other and unspecified complications of the puerperium, NEC in ICD9CM","","",SNOMEDCT_US_c
C0869265,"Other complications of pregnancy, NEC in ICD9CM","","",SNOMEDCT_US_c
C0869483,"Other known or suspected fetal abnormality, NEC, affecting management of mother in ICD9CM","","",SNOMEDCT_US_c
C0877308,Neonatal tachycardia,413342000,413342000,SNOMEDCT_US_c
C0878715,Low birth weight status,"","",SNOMEDCT_US_c
C0878716,"Low birth weight status, unspecified","","",SNOMEDCT_US_c
C0878717,"Low birth weight status, less than 500 grams","","",SNOMEDCT_US_c
C0878718,"Low birth weight status, 500-999 grams","","",SNOMEDCT_US_c
C0878719,"Low birth weight status, 1000-1499 grams","","",SNOMEDCT_US_c
C0878720,"Low birth weight status, 1500-1999 grams","","",SNOMEDCT_US_c
C0878721,"Low birth weight status, 2000-2500 grams","","",SNOMEDCT_US_c
C0878751,Late pregnancy,"","",SNOMEDCT_US_c
C0949142,"Intraventricular hemorrhage, grade I","","",SNOMEDCT_US_c
C0949143,"Intraventricular hemorrhage, grade II","","",SNOMEDCT_US_c
C0949144,"Intraventricular hemorrhage, grade III","","",SNOMEDCT_US_c
C0949145,"Intraventricular hemorrhage, grade IV","","",SNOMEDCT_US_c
C1112318,Meconium staining,"","",SNOMEDCT_US_c
C1112488,Neonatal bradycardia,413341007,413341007,SNOMEDCT_US_c
C1112702,"Non-purulent mastitis, postpartum","","",SNOMEDCT_US_c
C1112795,"Non-purulent mastitis, antepartum","","",SNOMEDCT_US_c
C1135231,Abdominal pregnancy without intrauterine pregnancy,"","",SNOMEDCT_US_c
C1135232,Abdominal pregnancy with intrauterine pregnancy,"","",SNOMEDCT_US_c
C1135233,Tubal pregnancy without intrauterine pregnancy,"","",SNOMEDCT_US_c
C1135234,Tubal pregnancy with intrauterine pregnancy,"","",SNOMEDCT_US_c
C1135235,Ovarian pregnancy without intrauterine pregnancy,"","",SNOMEDCT_US_c
C1135236,Combined intrauterine and ovarian pregnancy,699240001,699240001,SNOMEDCT_US_c
C1135237,Other ectopic pregnancy without intrauterine pregnancy,"","",SNOMEDCT_US_c
C1135238,Other ectopic pregnancy with intrauterine pregnancy,"","",SNOMEDCT_US_c
C1135239,Unspecified ectopic pregnancy without intrauterine pregnancy,"","",SNOMEDCT_US_c
C1135240,Unspecified ectopic pregnancy with intrauterine pregnancy,"","",SNOMEDCT_US_c
C1135242,25-26 completed weeks of gestation,"","",SNOMEDCT_US_c
C1135243,27-28 completed weeks of gestation,"","",SNOMEDCT_US_c
C1135244,29-30 completed weeks of gestation,"","",SNOMEDCT_US_c
C1135245,31-32 completed weeks of gestation,"","",SNOMEDCT_US_c
C1135246,33-34 completed weeks of gestation,"","",SNOMEDCT_US_c
C1135247,35-36 completed weeks of gestation,"","",SNOMEDCT_US_c
C1135248,37 or more completed weeks of gestation,"","",SNOMEDCT_US_c
C1135249,Primary apnea of newborn,"","",SNOMEDCT_US_c
C1135250,Other respiratory problems after birth,"","",SNOMEDCT_US_c
C1135251,Septicemia [sepsis] of newborn,"","",SNOMEDCT_US_c
C1135253,Bacteremia of newborn,"","",SNOMEDCT_US_c
C1142292,"Foetopelvic disproportion, antepartum","","",SNOMEDCT_US_c
C1142293,"Foetopelvic disproportion, unspecified as to episode of care","","",SNOMEDCT_US_c
C1176343,"Post term pregnancy, unspecified as to episode of care or not applicable","","",SNOMEDCT_US_c
C1176344,"Post term pregnancy, delivered, with or without mention of antepartum condition","","",SNOMEDCT_US_c
C1176345,"Post term pregnancy, antepartum condition or complication","","",SNOMEDCT_US_c
C1176346,"Prolonged pregnancy, unspecified as to episode of care or not applicable","","",SNOMEDCT_US_c
